id,prefecture_area,course_name,latitude,longitude,length_en,length_ja,elevation_gain_m,route_variant_of,distance_method,hilliness_en,hilliness_ja,children_en,children_ja,children_rating,older_adults_en,older_adults_ja,older_adults_rating,suitability_confidence,suitability_note_en,suitability_note_ja,suitability_signals_en,suitability_signals_ja,route_polyline_available,map_pdf_url,description_short
"yamagata01_yamagata01_course2","山形県 天童市","舞鶴山コース コース2","38.361","140.374","0.8 km","0.8km","","yamagata01_yamagata01","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: short (0.8 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 短め（0.8km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/yamagata01/yamagata01.pdf","人間将棋、天童織田藩の史跡を巡るコース"
"yamagata01_yamagata01_course3","山形県 天童市","舞鶴山コース コース3","38.361","140.374","1.4 km","1.4km","","yamagata01_yamagata01","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: short (1.4 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 短め（1.4km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/yamagata01/yamagata01.pdf","人間将棋、天童織田藩の史跡を巡るコース"
"yamagata01_yamagata02","山形県 天童市","祈りの若松コース","38.31","140.385","1.9 km","1.9km","","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (1.9 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（1.9km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/yamagata01/yamagata02.pdf","縁結び観音様の地を堪能するコース"
"yamagata01_yamagata03","山形県 天童市","天童高原コース","38.426","140.437","3.5 km","3.5km","199","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (3.5 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（3.5km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/yamagata01/yamagata03.pdf","山形県内主要の山々を一望できるコース"
"yamagata03_yamagata01","山形県 西川町","一本ブナコース","38.548","140.019","3.3 km","3.3km","","","known_length_from_source_text","Rolling","起伏あり","Usually OK","概ね可","ok","Usually OK","概ね可","ok","inferred_from_course_description","Suitability is inferred from public route descriptions; confirm exact distance, surface, and weather before walking.","公開説明からの推定です。歩く前に正確な距離・路面・天候を確認してください。","Published distance: moderate (3.3 km). | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Result: children = Usually OK; older adults = Usually OK.","公表距離: 中程度（3.3km）。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 判定: 子ども = 概ね可、高齢者 = 概ね可。","false","http://kurortwalking.com/file/yamagata03/yamagata01.pdf","出羽三山参詣で賑わった宿場町・志津を歩く"
"saitama01_saitama01","埼玉県 所沢市","荒幡富士特別緑地保全地区コース","35.773","139.441","1.5 km","1.5km","77","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: short (1.5 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: 短め（1.5km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/saitama01/saitama01.pdf","都会で緑に包まれる 心身ともに癒される“緑の島”を歩こう"
"saitama01_saitama02","埼玉県 所沢市","上山口堀口天満天神社 周辺里山保全地域コース","35.768","139.42","1.39 km","1.39km","71","","known_length_from_source_text","Rolling","起伏あり","Usually OK","概ね可","ok","Usually OK","概ね可","ok","inferred_from_course_description","Suitability is inferred from public route descriptions; confirm exact distance, surface, and weather before walking.","公開説明からの推定です。歩く前に正確な距離・路面・天候を確認してください。","Published distance: short (1.39 km). | Result: children = Usually OK; older adults = Usually OK.","公表距離: 短め（1.39km）。 | 判定: 子ども = 概ね可、高齢者 = 概ね可。","false","http://kurortwalking.com/file/saitama01/saitama02.pdf","四季折々の草花、虫や野鳥など 森の住人に出会える貴重な場所"
"saitama02_saitama01","埼玉県 横瀬町","花咲山公園コース","35.984","139.11","2.62 km","2.62km","60","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.62 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.62km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/saitama02/saitama01.pdf","～巡礼の道は、健康への道～ 武甲山・秩父山系を一望できるコース"
"saitama02_saitama02","埼玉県 横瀬町","根古屋城址コース","35.979","139.107","2.3 km","2.3km","87","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (2.3 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.3km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/saitama02/saitama02.pdf","～巡礼の道は、健康への道～ 歴史・文化・天然記念物を巡るコース"
"gunma_ueno_gunma01_michinoeki","群馬県 上野村","勝山 かつやま 道の駅 そよかぜの森コース","36.085","138.779","2.26 km","2.26km","136","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Gentler route character; still check the official PDF for exact distance and footing.","比較的ゆるやかな性格のコースです。正確な距離や足元は公式PDFで確認してください。","Published distance: moderate (2.26 km). | Urban/access signal: likely easier to reach and easier to exit early. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（2.26km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/gunma-ueno/gunma01_michinoeki.pdf","道の駅を起点に、風そよぐコースを歩く"
"gunma_ueno_gunma01_kawanoeki","群馬県 上野村","砥根平 とねだいら 川の駅 きらめきの清流コース","36.087","138.76","2.43 km","2.43km","100","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Gentler route character; still check the official PDF for exact distance and footing.","比較的ゆるやかな性格のコースです。正確な距離や足元は公式PDFで確認してください。","Published distance: moderate (2.43 km). | Urban/access signal: likely easier to reach and easier to exit early. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（2.43km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/gunma-ueno/gunma01_kawanoeki.pdf","清流・神流川沿いと緑深い里山を歩く"
"niigata_myoko_niigata_myoko_forestwalk","新潟県 妙高市","フォレストウォークコース","36.872","138.178","2.6 km","2.6km","62","","known_length_from_source_text","Rolling","起伏あり","Usually OK","概ね可","ok","Usually OK","概ね可","ok","inferred_from_course_description","Suitability is inferred from public route descriptions; confirm exact distance, surface, and weather before walking.","公開説明からの推定です。歩く前に正確な距離・路面・天候を確認してください。","Published distance: moderate (2.6 km). | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Usually OK; older adults = Usually OK.","公表距離: 中程度（2.6km）。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 概ね可、高齢者 = 概ね可。","false","http://kurortwalking.com/file/niigata-myoko/niigata_myoko_forestwalk.pdf","風光明媚なリゾート施設の森を活用"
"niigata_myoko_niigata_myoko_sasagamine","新潟県 妙高市","笹ヶ峰コース","36.866","138.079","4.24 km","4.24km","111","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","source_or_manual_review","The course is in a 1,300 m highland area inside a national park.","国立公園内、標高1300mの高原コースです。","Official guide text describes a 1,300 m highland course inside a national park. | Published distance: longer (4.24 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公式ガイド文に、国立公園内の標高1300mの高原コースとあります。 | 公表距離: やや長め（4.24km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/niigata-myoko/niigata_myoko_sasagamine.pdf","妙高戸隠連山国立公園内に設計された標高1300mの高原を歩くコース"
"nagano_toumi_nagano_tomi_yunomarukogen","長野県 東御市","湯の丸高原コース","36.425","138.421","2.67 km","2.67km","106","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","source_or_manual_review","The route is in a highland area around 1,750 m with mountain scenery.","標高1750m前後の高原エリアで、山岳的な環境です。","Official guide text references a highland training area around 1,750 m. | Published distance: moderate (2.67 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公式ガイド文に、標高1750mの高地トレーニング施設がある高原エリアとあります。 | 公表距離: 中程度（2.67km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/nagano-toumi/nagano_tomi_yunomarukogen.pdf","標高2000m級の花回廊を歩く"
"nagano_toumi_nagano_tomi_geijutsumura","長野県 東御市","芸術むら公園コース","36.348","138.349","1.82 km","1.82km","50","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (1.82 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（1.82km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/nagano-toumi/nagano_tomi_geijutsumura.pdf","アートヴィレッジで感性と体を磨く"
"ishikawa_ishikawa01_satoyama","石川県 珠洲市","鉢ケ崎コース 里山コース","37.442","137.263","2.5 km","2.5km","24","ishikawa_ishikawa01","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (2.5 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.5km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/ishikawa/ishikawa01.pdf","新日本歩く道紀行100選シリーズ 水辺の道「クアの道 鉢ヶ崎」認定"
"ishikawa_ishikawa01_satoumi","石川県 珠洲市","鉢ケ崎コース 里海コース","37.442","137.263","1.8 km","1.8km","13","ishikawa_ishikawa01","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (1.8 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（1.8km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/ishikawa/ishikawa01.pdf","新日本歩く道紀行100選シリーズ 水辺の道「クアの道 鉢ヶ崎」認定"
"ishikawa_ishikawa02","石川県 珠洲市","クアの道 木ノ浦コース","37.526","137.302","2.5 km","2.5km","138","","known_length_from_source_text","Hilly","坂・傾斜多め","Usually OK","概ね可","ok","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (2.5 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Usually OK; older adults = Use caution.","公表距離: 中程度（2.5km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 概ね可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/ishikawa/ishikawa02.pdf","美しい日本の歩きたくなる道500選 新日本歩く道紀行100選シリーズ 絶景の道「能登半島珠洲岬自然歩道」認定"
"gifu01_gifu01","岐阜県 岐阜市","百々ヶ峰 どどがみね ・ながら川ふれあいの森コース","35.465","136.797","3.15 km","3.15km","134","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (3.15 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（3.15km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu01/gifu01.pdf","季節の移り変わりを五感で楽しむ自然豊かなコース"
"gifu01_gifu02","岐阜県 岐阜市","金華山・長良川・岐阜公園コース","35.434","136.782","2.32 km","2.32km","68","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.32 km). | Urban/access signal: likely easier to reach and easier to exit early. | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.32km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu01/gifu02.pdf","市民から愛される岐阜のシンボルを歩くコース"
"gifu_gifucity_gifu01_city_shimizugawa","岐阜県 岐阜市 都市型コース（クアの道®・シティ）","金 こがね 公園・岐阜駅・清水川コース","35.4047922","136.7594197","4.32 km","4.32km","27","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: longer (4.32 km). | Urban/access signal: likely easier to reach and easier to exit early. | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: やや長め（4.32km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","true","http://kurortwalking.com/file/gifu-gifucity/gifu01_city_shimizugawa.pdf","柳ケ瀬グラッスル35と金公園から桜の名所・清水川へ向かう"
"gifu_gifucity_gifu01_city_bairin","岐阜県 岐阜市 都市型コース（クアの道®・シティ）","柳ケ瀬 やながせ ・ 粕森 かしもり 公園・ 梅林 ばいりん 公園コース","35.4203819","136.757173","4.02 km","4.02km","36","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: longer (4.02 km). | Urban/access signal: likely easier to reach and easier to exit early. | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: やや長め（4.02km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","true","http://kurortwalking.com/file/gifu-gifucity/gifu01_city_bairin.pdf","柳ケ瀬グラッスル35を拠点に都市に佇む公園を歩く"
"gifu04_seki01","岐阜県 関市","安桜山まちめぐりコース","35.49","136.914","3.15 km","3.15km","74","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (3.15 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（3.15km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu04/seki01.pdf","市民に親しまれる安桜山と 関の歴史・文化を感じる道を歩く"
"gifu04_seki01_viewpoint","岐阜県 関市","安桜山 展望台オプションコース","35.49","136.914","0.61 km","0.61km","41","gifu04_seki01","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: short (0.61 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 短め（0.61km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu04/seki01.pdf","市民に親しまれる安桜山と 関の歴史・文化を感じる道を歩く"
"gifu04_seki02","岐阜県 関市","板取株杉の森コース","35.716","136.792","1.19 km","1.19km","58","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: short (1.19 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Result: children = Good fit; older adults = Usually OK.","公表距離: 短め（1.19km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/gifu04/seki02.pdf","群生する株杉は、日本でここだけ 静寂な森で感じる自然の神秘"
"gifu_minokamo_gifu_minokamo01_map","岐阜県 美濃加茂市","逍遙 しょうよう こみちコース","35.444","137.014","2.81 km","2.81km","47","","known_length_from_source_text","Rolling","起伏あり","Usually OK","概ね可","ok","Usually OK","概ね可","ok","inferred_from_course_description","Suitability is inferred from public route descriptions; confirm exact distance, surface, and weather before walking.","公開説明からの推定です。歩く前に正確な距離・路面・天候を確認してください。","Published distance: moderate (2.81 km). | Result: children = Usually OK; older adults = Usually OK.","公表距離: 中程度（2.81km）。 | 判定: 子ども = 概ね可、高齢者 = 概ね可。","false","http://kurortwalking.com/file/gifu-minokamo/gifu-minokamo01_map.pdf","医療と文化に触れることができるコース"
"gifu_minokamo_gifu_minokamo02_map","岐阜県 美濃加茂市","下米田 しもよねだ さくらの森コース","35.467","137.06","3.1 km","3.1km","169","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (3.1 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（3.1km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu-minokamo/gifu-minokamo02_map.pdf","景観、眺望ともに優れた里山を歩く"
"gifu03_gifu01","岐阜県 飛騨市","飛騨古川 朝霧の森コース","36.237","137.19","1.77 km","1.77km","76","","known_length_from_source_text","Mountain/highland","山・高原","Usually OK","概ね可","ok","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (1.77 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Usually OK; older adults = Use caution.","公表距離: 中程度（1.77km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 概ね可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu03/gifu01.pdf","四季折々の装いを五感で感じながら、木漏れ日の森を歩く"
"gifu03_gifu02","岐阜県 飛騨市","飛騨古川 森林公園コース","36.236","137.191","1.26 km","1.26km","61","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: short (1.26 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: 短め（1.26km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/gifu03/gifu02.pdf","市民が親しむ運動公園を拠点に、針葉樹や広葉樹の森を歩く"
"gifu03_hida_alps","岐阜県 飛騨市","アルプス展望神秘の森コース","36.295","137.24","3.94 km","3.94km","175","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","source_or_manual_review","The course is described as suitable for people who want a solid workout in a highland forest.","高地の森を歩く、しっかり運動したい人向けのコースと説明されています。","Official guide text describes this as a course for people who want a solid workout. | Published distance: longer (3.94 km). | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公式ガイド文に、しっかり運動したい人向けのコースとあります。 | 公表距離: やや長め（3.94km）。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu03/hida_alps.pdf","奥飛騨の自然豊かな高地を歩く しっかり運動したい人向けのコース"
"gifu_gero_gifu_gero_gassho","岐阜県 下呂市","下呂温泉合掌村コース","35.811","137.244","2.58 km","2.58km","105","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.58 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（2.58km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/gifu-gero/gifu_gero_gassho.pdf","健康の三要素が揃う温泉地のコース"
